speed,throttle_position,brake_pressure,steering_angle,yaw_rate,wheel_slip,proximity,target
69.93428306022466,4.341253285481916,1.999996014977585,-7.253422257698056,-0.09936817684155785,13.338860838839487,2.037872764988913,1
57.23471397657631,63.31513755940223,1.2125723858608763,-9.182503757322312,-0.5363238290547088,0.006025117128363733,0.904797087938873,0
72.95377076201385,95.14033422066571,0.589552553733337,7.368114981179945,6.101414482088585,6.031108400950696,5.466578586141665,1
90.46059712816052,60.16118201463312,1.3455091884804815,-5.370440696204794,-5.3833956373550675,5.205795215205361,2.573591471287534,1
55.31693250553328,81.91888594267903,0.36117203351846056,-2.0909580099485123,-3.8125961957329912,6.262073668744087,2.8675973170663474,1
55.317260861016386,88.42064633484078,0.5080962413927554,11.094797275870071,5.181514460362399,20.147646063336033,21.454277339017185,0
91.58425631014782,22.807977194893247,2.9937424823552456,-28.640341312609394,-2.977674675919296,6.991846413661079,0.23947250131260114,1
75.34869458305818,21.204483990822666,0.41184135946855677,19.77453487279004,4.502665386657958,4.788033051253704,12.240238640449997,0
50.610512281300956,61.09809888509917,0.761827364555873,1.0902078649401201,8.497179915043548,12.606586519825788,7.157511556526306,0
70.8512008717193,41.10284698067047,2.6502705651141008,-6.1723971684327035,-2.008975134708168,21.641125909318298,10.595006132681812,1
50.73164614375075,83.98613028667204,1.4760571822124786,-1.3385123133217338,3.406811632876527,6.033742595937497,12.411505291943902,0
50.68540492859486,90.00231233980112,0.07706641496888729,-0.563559674692219,-5.768461406699292,1.9634060698199673,5.639345213856758,1
64.83924543132068,35.34213793027181,0.19122127608558692,-25.96801955167388,3.773666490339046,8.910118396241618,5.245678495522253,1
21.73439510684404,23.687055897448207,0.009446997268768338,22.42407341179854,0.9971199299338356,18.691295614124446,19.830192120025043,1
25.501643349739346,78.05255152438619,1.1960960481617897,0.619884484059277,2.365191410801076,13.767263617369865,30.751385668288535,0
48.754249415180546,27.48060355481361,0.7123389444122805,6.6450319567106275,-3.227860360176975,20.419834239358686,3.208699827351721,1
39.74337759331152,82.26143185136785,0.1730253607081242,14.27324655861064,-8.305417077835862,23.98980369023085,1.5407728208185512,1
